,chain,project,action,usd_value_out,usd_value_out_pct_share,usd_value_net,usd_value_net_pct_share,address,style,granularity
44891,Ethereum,0x552f99bda66d43de8715b191c01665adf2d135ba,0x552f99bda66d43de8715b191c01665adf2d135ba - 0 | transfer,60821858.16437833,0.000243272703372203,60821858.16437833,0.0003028358306370715,3.0,Dollar-Weighted,action
107380,Ethereum,0xcc850abe97204a34b2f8b701cec7081ab666fa2c,0xcc850abe97204a34b2f8b701cec7081ab666fa2c - 0 | transfer,60521609.63458906,0.00024207178196450842,60521609.63458906,0.00030134087445420456,34.0,Dollar-Weighted,action
122183,Ethereum,0xe9172daf64b05b26eb18f07ac8d6d723acb48f99,0xe9172daf64b05b26eb18f07ac8d6d723acb48f99 - 0 | transfer,60424921.007082,0.000241685050869654,60424921.007082,0.00030085945573882884,1.0,Dollar-Weighted,action
3738,Ethereum,0x06837997193ee94012a0533cd35cec1d6149b7cc,0x06837997193ee94012a0533cd35cec1d6149b7cc - 0 | transfer,60175124.62794799,0.00024068592584653676,60175124.62794799,0.00029961570396523564,3.0,Dollar-Weighted,action
9316,Ethereum,0x11258f0dd4fee7063ec3cc8cf6673672102b7d16,0x11258f0dd4fee7063ec3cc8cf6673672102b7d16 - 0 | transfer,60119785.58859162,0.00024046458309061731,60119785.58859162,0.00029934016743189175,3.0,Dollar-Weighted,action
2,Ethereum,0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001 - 0 | swap,59587826.20120138,0.00023833687436615027,59587826.20120138,0.00029669150841673755,2.0,Dollar-Weighted,action
70528,Ethereum,0x86859228e1589e0e96ae6ed6d1102ddde815faeb,0x86859228e1589e0e96ae6ed6d1102ddde815faeb - 0 | transfer,59224300.20907566,0.00023688285843307113,59224300.20907566,0.0002948814897966877,3.0,Dollar-Weighted,action
64616,Ethereum,0x7afc12c8dd2e6591581d95586eb2c2a4905a12a9,0x7afc12c8dd2e6591581d95586eb2c2a4905a12a9 - 0 | transfer,58944949.35999999,0.0002357655226874204,58944949.35999999,0.0002934905844713297,3.0,Dollar-Weighted,action
94756,Ethereum,0xb4b2d55ba4907b85c24e003d94d0f0609ef3e2ed,0xb4b2d55ba4907b85c24e003d94d0f0609ef3e2ed - 0 | transfer,58410756.0,0.00023362887861351755,58410756.0,0.00029083080236702114,1.0,Dollar-Weighted,action
135199,Ethereum,paraswap,paraswap - AugustusSwapper6.0 | multiSwap,58330853.00710965,0.0002333092859921374,3461033.590906472,1.7232702419782784e-05,104.0,Dollar-Weighted,action
53705,Ethereum,0x65ec76a91f2394b6f7784c40c47effc8ba85f32b,0x65ec76a91f2394b6f7784c40c47effc8ba85f32b - 0 | transfer,58286965.57574677,0.00023313374689494547,23431329.5860243,0.00011666605349243501,12.0,Dollar-Weighted,action
114097,Ethereum,0xd971aaa92648db32d5975e172ff3b7936f43892f,0xd971aaa92648db32d5975e172ff3b7936f43892f - 0 | 0x,57691552.31805347,0.0002307522380559483,57691552.31805347,0.00028724984231429004,3.0,Dollar-Weighted,action
57955,Ethereum,0x6de3d48be0a58a3fba7204359a55e932325c9634,0x6de3d48be0a58a3fba7204359a55e932325c9634 - 0 | transfer,57151903.610788085,0.00022859377391411037,57151903.610788085,0.0002845628976952148,4.0,Dollar-Weighted,action
116925,Ethereum,0xdf10c33b1a9780f43cde8042051cd15b552997b6,0xdf10c33b1a9780f43cde8042051cd15b552997b6 - 0 | transfer,57047809.52825782,0.00022817742279254894,57047809.52825782,0.00028404460675674555,1.0,Dollar-Weighted,action
94262,Ethereum,0xb3bf6189931968fe5152f9ab61403c78df1a994c,0xb3bf6189931968fe5152f9ab61403c78df1a994c - 0 | transfer,57047809.490316,0.0002281774226407909,57047809.490316,0.0002840446065678309,1.0,Dollar-Weighted,action
110397,Ethereum,0xd23281c16935fff3c8cf204c729dbb9b42a980d9,0xd23281c16935fff3c8cf204c729dbb9b42a980d9 - 0 | transfer,57039826.351302,0.00022814549201801898,57039826.351302,0.000284004858020066,4.0,Dollar-Weighted,action
65607,Ethereum,0x7ce672223ca12c990f179034645bdf8348472442,0x7ce672223ca12c990f179034645bdf8348472442 - 0 | 0x,56823189.88887824,0.00022727899863137524,56823189.88887824,0.0002829262115428888,1.0,Dollar-Weighted,action
29855,Ethereum,0x3893ab7855e214f0a8481e5b57b789bec7998f8f,0x3893ab7855e214f0a8481e5b57b789bec7998f8f - 0 | transfer,56715363.93195199,0.00022684772091598136,56715363.93195199,0.00028238933936871507,1.0,Dollar-Weighted,action
64182,Ethereum,0x7a1012fc175726cdca0076a822f9a847cf9dde9d,0x7a1012fc175726cdca0076a822f9a847cf9dde9d - 0 | transfer,56604187.751382306,0.00022640304311734048,56604187.751382306,0.000281835786221771,6.0,Dollar-Weighted,action
1998,Ethereum,0x0351431b3c4aedfd07bab45cfd7552ed315e9cdd,0x0351431b3c4aedfd07bab45cfd7552ed315e9cdd - 0 | transfer,56598008.4,0.00022637832720827044,56598008.4,0.000281805018845286,1.0,Dollar-Weighted,action
68283,Ethereum,0x823c8e533657b0004b5ab8553d84502ba2e571f7,0x823c8e533657b0004b5ab8553d84502ba2e571f7 - 0 | transfer,56154828.3199389,0.00022460571421335348,56154828.3199389,0.00027959839754633807,8.0,Dollar-Weighted,action
7717,Ethereum,0x0e0dd4a9f1ae43300d537ba7d62220774c9c8312,0x0e0dd4a9f1ae43300d537ba7d62220774c9c8312 - 0 | transfer,56070631.27217614,0.00022426894641237893,56070631.27217614,0.00027917917518671345,5.0,Dollar-Weighted,action
5751,Ethereum,0x0a4850be862df0b6c2ab176fc2fd98941abfe26e,0x0a4850be862df0b6c2ab176fc2fd98941abfe26e - 0 | transfer,55948875.77776786,0.00022378195392038582,55948875.77776786,0.0002785729469753999,1.0,Dollar-Weighted,action
111430,Ethereum,0xd43990f7ab8edca4689c177e9d40c5d763999988,0xd43990f7ab8edca4689c177e9d40c5d763999988 - 0 | 0x,55854765.9585,0.00022340553743397583,55854765.9585,0.0002781043683073154,1.0,Dollar-Weighted,action
95434,Ethereum,0xb5ff65252013b8304013793a10d19095a5ca38f0,0xb5ff65252013b8304013793a10d19095a5ca38f0 - 0 | transfer,55824822.62063594,0.00022328577133392527,55824822.62063594,0.000277955278557877,5.0,Dollar-Weighted,action
82990,Ethereum,0x9e35c78d392586baba578bd7ec0125a98b9eff42,0x9e35c78d392586baba578bd7ec0125a98b9eff42 - 0 | transfer,55491977.782641485,0.00022195447258728786,55491977.782641485,0.0002762980233205428,4.0,Dollar-Weighted,action
39480,Ethereum,0x4adf44961a7cbe8ee46b2bf04e7198e879677825,0x4adf44961a7cbe8ee46b2bf04e7198e879677825 - 0 | transfer,55390035.89695142,0.0002215467297318878,9718960.602327272,4.839131186982596e-05,5.0,Dollar-Weighted,action
86580,Ethereum,0xa50dda47dcecc659837d8341740ef7b59695ac1d,0xa50dda47dcecc659837d8341740ef7b59695ac1d - 0 | transfer,55056738.486462235,0.00022021362080487138,55056738.486462235,0.00027413093968051133,3.0,Dollar-Weighted,action
114380,Ethereum,0xda099122165d4aa0946e3ef4982b500d1345ab24,0xda099122165d4aa0946e3ef4982b500d1345ab24 - 0 | transfer,54885969.0,0.00021953058421442598,54885969.0,0.0002732806677414251,4.0,Dollar-Weighted,action
99890,Ethereum,0xbe921ea3bd0c879a8688b7fabe6b3c8a471df90d,0xbe921ea3bd0c879a8688b7fabe6b3c8a471df90d - 0 | transfer,54827844.50695578,0.00021929810031831102,54827844.50695578,0.0002729912622601944,5.0,Dollar-Weighted,action
61456,Ethereum,0x74a81f84268744a40febc48f8b812a1f188d80c3,0x74a81f84268744a40febc48f8b812a1f188d80c3 - 0 | 0xb8f88786,54297681.22002054,0.00021717757556070067,12722198.05752054,6.334461873667338e-05,14.0,Dollar-Weighted,action
61083,Ethereum,0x73f8d59477f179fda1357331bce20636bede1a4a,0x73f8d59477f179fda1357331bce20636bede1a4a - 0 | transfer,54068233.94468595,0.00021625984202481994,54068233.94468595,0.000269209113826584,1.0,Dollar-Weighted,action
111681,Ethereum,0xd4b890ab9ac3c2ad9d40192ddd60f69c6aac41be,0xd4b890ab9ac3c2ad9d40192ddd60f69c6aac41be - 0 | transfer,54011094.5421007,0.00021603129825198059,35210384.2251007,0.0001753147022414355,17.0,Dollar-Weighted,action
13352,Ethereum,0x18e24850fdeceee577da1e08c63b260cff69b962,0x18e24850fdeceee577da1e08c63b260cff69b962 - 0 | transfer,53878622.348048635,0.00021550144155668536,53758101.069454715,0.00026766494287040104,9.0,Dollar-Weighted,action
116304,Ethereum,0xddd30d6f225d72b1c258cd68381ea9c510ee1fee,0xddd30d6f225d72b1c258cd68381ea9c510ee1fee - 0 | transfer,53785970.85106145,0.0002151308580062348,53785970.85106145,0.00026780370825372324,40.0,Dollar-Weighted,action
109740,Ethereum,0xd0e81b50e6fb45e94c7718855e071d74bbee358d,0xd0e81b50e6fb45e94c7718855e071d74bbee358d - 0 | transfer,53774230.18898865,0.00021508389820119056,50945865.7091731,0.0002536626473638061,25.0,Dollar-Weighted,action
113787,Ethereum,0xd8d6ffe342210057bf4dcc31da28d006f253cef0,0xd8d6ffe342210057bf4dcc31da28d006f253cef0 - 0 | transfer,53481641.747752964,0.00021391361529265963,50614248.13464876,0.00025201150274794257,31.0,Dollar-Weighted,action
50182,Ethereum,0x5f397b62502e255f68382791947d54c4b2d37f09,0x5f397b62502e255f68382791947d54c4b2d37f09 - 0 | 0x,53439492.54086829,0.0002137450286724331,6383399.138241,3.178334300627065e-05,2.0,Dollar-Weighted,action
121631,Ethereum,0xe80623a9d41f2f05780d9cd9cea0f797fd53062a,0xe80623a9d41f2f05780d9cd9cea0f797fd53062a - 0 | transfer,53152292.49075119,0.0002125962980234649,53152292.49075119,0.00026464858411919483,15.0,Dollar-Weighted,action
134390,Ethereum,blur,blur - BlurPool | deposit,52910378.0247,0.0002116286987439088,52910378.0247,0.0002634440768831327,74.0,Dollar-Weighted,action
134741,Ethereum,dydx_deposit,dydx_deposit - CurrencyConvertor | deposit,52706894.84695325,0.00021081481531063002,52706894.84695325,0.00026243092143189565,78.0,Dollar-Weighted,action
124664,Ethereum,0xedc7001e99a37c3d23b5f7974f837387e09f9c93,0xedc7001e99a37c3d23b5f7974f837387e09f9c93 - 0 | 0x,52634282.50211938,0.00021052438351589284,52634282.50211938,0.0002620693800317161,3.0,Dollar-Weighted,action
114743,Ethereum,0xdab6a01524aeeab0bc1ae33432caebb3f30e6c07,0xdab6a01524aeeab0bc1ae33432caebb3f30e6c07 - 0 | transfer,52598087.33135872,0.000210379611598268,52598087.33135872,0.00026188916201580595,3.0,Dollar-Weighted,action
104165,Ethereum,0xc68c17e6eec0fde3605c595c9b98de5c1a4cc3e4,0xc68c17e6eec0fde3605c595c9b98de5c1a4cc3e4 - 0 | transfer,52522421.359650396,0.00021007696603553264,52522421.359650396,0.0002615124164166938,8.0,Dollar-Weighted,action
74132,Ethereum,0x8d3b2ade0160c8df0246003f3f152057b73b9894,0x8d3b2ade0160c8df0246003f3f152057b73b9894 - 0 | 0x,52453993.65,0.0002098032717681324,52453993.65,0.00026117171057645844,1.0,Dollar-Weighted,action
6656,Ethereum,0x0c01e95c161c3025d1874b5734c250449036b32a,0x0c01e95c161c3025d1874b5734c250449036b32a - 0 | transfer,52423009.9555,0.00020967934449348218,52423009.9555,0.0002610174408263506,1.0,Dollar-Weighted,action
135382,Ethereum,sushi,sushi - Pair | 0x78e111f6,52076703.25315096,0.00020829420154949853,224893.6979289204,1.119759768491173e-06,1.0,Dollar-Weighted,action
58911,Ethereum,0x6fb3934ee371f5ea06c5f6a71cf7c7c6688fbd8d,0x6fb3934ee371f5ea06c5f6a71cf7c7c6688fbd8d - 0 | transfer,52019326.84909271,0.00020806470982816203,52019326.84909271,0.0002590074774261432,2.0,Dollar-Weighted,action
79324,Ethereum,0x974caa59e49682cda0ad2bbe82983419a2ecc400,0x974caa59e49682cda0ad2bbe82983419a2ecc400 - 0 | transfer,52016193.10159075,0.00020805217559705674,52016193.10159075,0.00025899187430160206,79.0,Dollar-Weighted,action
17602,Ethereum,0x20fce08ce6cead0a04723236f4171f446eae4ec9,0x20fce08ce6cead0a04723236f4171f446eae4ec9 - 0 | transfer,51942772.84392457,0.0002077585123466433,51942772.84392457,0.0002586263102529695,9.0,Dollar-Weighted,action
38142,Ethereum,0x4849d6ad05a8937c00cd8e3f37a294c289b5afe2,0x4849d6ad05a8937c00cd8e3f37a294c289b5afe2 - 0 | transfer,51813948.01579817,0.00020724324423176474,39037106.377619244,0.00019436819084981134,21.0,Dollar-Weighted,action
135127,Ethereum,olympus,olympus - OlympusStaking | stake,51658302.2475,0.0002066206988514509,51658302.2475,0.00025720991338579007,13.0,Dollar-Weighted,action
46311,Ethereum,0x57e7c1a311e60f50a7c261a4bbf2933ada625431,0x57e7c1a311e60f50a7c261a4bbf2933ada625431 - 0 | transfer,51543821.08501148,0.0002061628019255052,51543821.08501148,0.0002566399045274482,4.0,Dollar-Weighted,action
67276,Ethereum,0x80369f070744028a934f1385e362ce578e10d6c0,0x80369f070744028a934f1385e362ce578e10d6c0 - 0 | transfer,51475215.939642206,0.0002058883979581992,51475215.939642206,0.0002562983152236862,1.0,Dollar-Weighted,action
134436,Ethereum,compound_v2,compound_v2 - CErc20Delegator | repayBorrow,51475062.20599068,0.00020588778306082295,51475062.20599068,0.0002562975497742333,24.0,Dollar-Weighted,action
96273,Ethereum,0xb7957e9eca117c3bb54c84d513ce97e0ff95058d,0xb7957e9eca117c3bb54c84d513ce97e0ff95058d - 0 | transfer,51246331.5795112,0.00020497291594681114,51246331.5795112,0.00025515868569884044,1.0,Dollar-Weighted,action
131771,Ethereum,0xfb65377800a7282cf81baf0f335fbc6f8ff36776,0xfb65377800a7282cf81baf0f335fbc6f8ff36776 - 0 | transfer,51192354.03452322,0.0002047570188386509,51192354.03452322,0.00025488992813099356,7.0,Dollar-Weighted,action
50511,Ethereum,0x5fdcb8c5469f3587193ead4eae799e99f2b8c3ac,0x5fdcb8c5469f3587193ead4eae799e99f2b8c3ac - 0 | transfer,51107892.25962328,0.00020441919219323684,51107892.25962328,0.0002544693876784185,1.0,Dollar-Weighted,action
2151,Ethereum,0x038b56cf38fa881387dc39fbff01a4ec4a838578,0x038b56cf38fa881387dc39fbff01a4ec4a838578 - 0 | transfer,50994268.89716104,0.000203964726259662,50994268.89716104,0.0002539036498599843,1.0,Dollar-Weighted,action
126460,Ethereum,0xf122baebe4edf78671014505d6965f26a195094e,0xf122baebe4edf78671014505d6965f26a195094e - 0 | transfer,50900641.38409694,0.00020359023888126654,50900641.38409694,0.0002534374726246124,1.0,Dollar-Weighted,action
134299,Ethereum,arbitrum,arbitrum - Inbox | depositEth,50866555.4631416,0.00020345390345206398,50866555.4631416,0.0002532677566952233,89.0,Dollar-Weighted,action
17442,Ethereum,0x20b185c31472980c74baabf24ba999c61598f055,0x20b185c31472980c74baabf24ba999c61598f055 - 0 | 0x,50690579.4,0.00020275004181578258,50690579.4,0.00025239156088565593,2.0,Dollar-Weighted,action
20027,Ethereum,0x258ede9f27da4922efd8543d6c49a6fa98ab842f,0x258ede9f27da4922efd8543d6c49a6fa98ab842f - 0 | 0x,50418775.18550999,0.00020166289078089904,49732559.68550999,0.0002476215208908208,5.0,Dollar-Weighted,action
117666,Ethereum,0xe0755f3a9a1714eee8fe7a540f20eeac6117787c,0xe0755f3a9a1714eee8fe7a540f20eeac6117787c - 0 | transfer,50224990.775232,0.00020088780006873592,50124181.867032,0.0002495714321927182,1.0,Dollar-Weighted,action
7716,Ethereum,0x0e0dd4a9f1ae43300d537ba7d62220774c9c8312,0x0e0dd4a9f1ae43300d537ba7d62220774c9c8312 - 0 | 0x,50056141.25325,0.0002002124428712519,50056141.25325,0.00024923265372698905,1.0,Dollar-Weighted,action
19301,Ethereum,0x242dd308817e7c1178d16eec64f036ef5e6f6c16,0x242dd308817e7c1178d16eec64f036ef5e6f6c16 - 0 | transfer,50043177.76082462,0.00020016059204093123,50043177.76082462,0.0002491681076885239,6.0,Dollar-Weighted,action
134789,Ethereum,fraxfinance,fraxfinance - FraxlendPairCRV | borrowAsset,50003220.8,0.00020000077387404667,37053058.62,0.00018448949314415428,1.0,Dollar-Weighted,action
135609,Ethereum,wormhole,wormhole - TokenBridge | transferTokens,49970599.50961621,0.0001998702966124394,49970599.50961621,0.00024880673604263495,53.0,Dollar-Weighted,action
54943,Ethereum,0x6841731d5183fb7ccf89689b2e37cfdb8bf6799e,0x6841731d5183fb7ccf89689b2e37cfdb8bf6799e - 0 | 0x,49886101.79339693,0.00019953232621045192,49886101.79339693,0.00024838601663598606,1.0,Dollar-Weighted,action
132255,Ethereum,0xfc4dc095a01c00a3c6404c4d3424aa4c360cecd2,0xfc4dc095a01c00a3c6404c4d3424aa4c360cecd2 - 0 | transfer,49812112.637568004,0.0001992363875051581,42641648.514288,0.00021231543128226034,53.0,Dollar-Weighted,action
80420,Ethereum,0x9954015c38ef4dc74132210a80f65938d05e9793,0x9954015c38ef4dc74132210a80f65938d05e9793 - 0 | 0x,49690208.05407171,0.00019874879869291798,49690208.05407171,0.00024741064947267404,1.0,Dollar-Weighted,action
28499,Ethereum,0x35efc913702c4a4f00fc4e994bf50d1757bc232f,0x35efc913702c4a4f00fc4e994bf50d1757bc232f - 0 | transfer,49690022.40604727,0.00019874805614577878,49342775.598747514,0.0002456807615775357,30.0,Dollar-Weighted,action
4309,Ethereum,0x078a9e1b56850dc9be25c20fb0f980c60775cf46,0x078a9e1b56850dc9be25c20fb0f980c60775cf46 - 0 | 0x,49672763.82123809,0.00019867902598606944,49672763.82123809,0.0002473237935478564,1.0,Dollar-Weighted,action
90606,Ethereum,0xaca096d2e6492d7380c5d8e70d90e13eecc72dd4,0xaca096d2e6492d7380c5d8e70d90e13eecc72dd4 - 0 | transfer,49630709.38465416,0.00019851081842409525,48130881.6578061,0.0002396466659526182,17.0,Dollar-Weighted,action
42311,Ethereum,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf - 0 | execute,49436348.49246039,0.00019773342192387617,0.0,0.0,1.0,Dollar-Weighted,action
44910,Ethereum,0x55388490b4610f11b01cc49d93ae420ed7d91424,0x55388490b4610f11b01cc49d93ae420ed7d91424 - 0 | transfer,49414980.06549931,0.00019764795339084345,49414980.06549931,0.0002460402721272692,6.0,Dollar-Weighted,action
79490,Ethereum,0x9799b475dec92bd99bbdd943013325c36157f383,0x9799b475dec92bd99bbdd943013325c36157f383 - 0 | 0x78e111f6,49393565.79464404,0.00019756230149333602,0.0,0.0,1.0,Dollar-Weighted,action
125374,Ethereum,0xef1bc9f850bd7e61b2828882c2e0295756b8f881,0xef1bc9f850bd7e61b2828882c2e0295756b8f881 - 0 | transfer,49085237.9750788,0.0001963290648831066,49085237.9750788,0.00024439846566389834,2.0,Dollar-Weighted,action
112195,Ethereum,0xd5b6625c2bf78b9bd951f2d0bae275e3dc1c7612,0xd5b6625c2bf78b9bd951f2d0bae275e3dc1c7612 - 0 | transfer,48857795.407275416,0.0001954193496918688,48857795.407275416,0.00024326601491310386,4.0,Dollar-Weighted,action
43218,Ethereum,0x5210fd60a0f4af0e47f2c45cd9194dfb32e8b804,0x5210fd60a0f4af0e47f2c45cd9194dfb32e8b804 - 0 | transfer,48599493.00545591,0.0001943862026379209,48599493.00545591,0.0002419799111212869,3.0,Dollar-Weighted,action
38094,Ethereum,0x4831c121879d3de0e2b181d9d55e9b0724f5d926,0x4831c121879d3de0e2b181d9d55e9b0724f5d926 - 0 | transfer,48583676.16450964,0.00019432293910451472,16444658.121069644,8.187897989202596e-05,3.0,Dollar-Weighted,action
67543,Ethereum,0x80b62f0ea7a89bbc4df4c95e2ad363e5c153b80e,0x80b62f0ea7a89bbc4df4c95e2ad363e5c153b80e - 0 | transfer,48561377.59866246,0.0001942337502411902,48561377.59866246,0.00024179013213023454,13.0,Dollar-Weighted,action
4983,Ethereum,0x08c516780f3c0c84476b0b1cd50cb459b1572183,0x08c516780f3c0c84476b0b1cd50cb459b1572183 - 0 | transfer,48516631.773455314,0.00019405477777649925,48516631.773455314,0.00024156733987177502,5.0,Dollar-Weighted,action
22305,Ethereum,0x29d5527caa78f1946a409fa6acaf14a0a4a0274b,0x29d5527caa78f1946a409fa6acaf14a0a4a0274b - 0 | transfer,48232756.6203499,0.0001929193459103844,42215301.27952978,0.0002101926217714282,28.0,Dollar-Weighted,action
90537,Ethereum,0xac7e2a699a09a03797c49805b36ae53b892ab2c4,0xac7e2a699a09a03797c49805b36ae53b892ab2c4 - 0 | transfer,47809201.71209842,0.00019122522885006002,47809201.71209842,0.00023804500141132132,3.0,Dollar-Weighted,action
49329,Ethereum,0x5d910628471737454dfba1ecbeb0b16ed4227998,0x5d910628471737454dfba1ecbeb0b16ed4227998 - 0 | transfer,47780652.09484632,0.0001911110372949387,47780652.09484632,0.0002379028510838594,2.0,Dollar-Weighted,action
5770,Ethereum,0x0a4f6ecb214dc1d9acdd99743b4dcc58ccc088b9,0x0a4f6ecb214dc1d9acdd99743b4dcc58ccc088b9 - 0 | transfer,47453776.82159933,0.00018980361536163616,44743869.19695604,0.0002227825193626285,5.0,Dollar-Weighted,action
120208,Ethereum,0xe553ebf35a01e9bef634f031b92ec41fc44b83e0,0xe553ebf35a01e9bef634f031b92ec41fc44b83e0 - 0 | transfer,47283946.49886336,0.00018912433519865772,47283946.49886336,0.00023542972289801784,7.0,Dollar-Weighted,action
114502,Ethereum,0xda41fd04410b4223515c61e06498ef3d3e2e95a8,0xda41fd04410b4223515c61e06498ef3d3e2e95a8 - 0 | transfer,47276954.75167192,0.00018909636990308977,47276954.75167192,0.00023539491055205822,1.0,Dollar-Weighted,action
135622,Ethereum,x2y2,x2y2 - X2Y2_r1 | run,46968104.92195079,0.00018786104537865246,14072582.896791786,7.006826919429658e-05,34.0,Dollar-Weighted,action
67698,Ethereum,0x810f32f76f16fd495373b428937f354a42eeab0a,0x810f32f76f16fd495373b428937f354a42eeab0a - 0 | transfer,46779160.31640001,0.00018710531271333818,46779160.31640001,0.0002329163609673898,5.0,Dollar-Weighted,action
134277,Ethereum,apecoin,apecoin - ApeCoinStaking | depositBAYC,46773438.112098075,0.00018708242528188193,46773438.112098075,0.00023288786975477068,94.0,Dollar-Weighted,action
540,Ethereum,0x00c96273e0bcdc5de0cd094bfc8306037f836387,0x00c96273e0bcdc5de0cd094bfc8306037f836387 - 0 | transfer,46706864.62513816,0.00018681614745620482,46706864.62513816,0.00023255639620512307,5.0,Dollar-Weighted,action
57968,Ethereum,0x6de6e7c7f616d0d3e867c22ead06c6317fa30672,0x6de6e7c7f616d0d3e867c22ead06c6317fa30672 - 0 | transfer,46680592.687886655,0.00018671106606949799,46680592.687886655,0.00023242558658864436,7.0,Dollar-Weighted,action
62586,Ethereum,0x770b376dca76cb1e190f9539010bce8d96c26bc6,0x770b376dca76cb1e190f9539010bce8d96c26bc6 - 0 | 0x,46539200.76137397,0.00018614553260446007,46539200.76137397,0.00023172158735542257,1.0,Dollar-Weighted,action
56859,Ethereum,0x6bc3c1ac852ba81ffce2e23218fb8f66ab02b47d,0x6bc3c1ac852ba81ffce2e23218fb8f66ab02b47d - 0 | transfer,46327549.54256071,0.0001852989789849773,46327549.54256071,0.0002306677627175525,2.0,Dollar-Weighted,action
53798,Ethereum,0x661bc014ba045a1918215cbe2af8121ada09638d,0x661bc014ba045a1918215cbe2af8121ada09638d - 0 | transfer,46324563.268959485,0.000185287034613761,44442653.463929914,0.00022128274741443527,23.0,Dollar-Weighted,action
46155,Ethereum,0x5797f722b1fee36e3d2c3481d938d1372bcd99a7,0x5797f722b1fee36e3d2c3481d938d1372bcd99a7 - 0 | 0x,46204643.85172707,0.00018480738598582687,35964757.888945945,0.0001790707758307015,18.0,Dollar-Weighted,action
44798,Ethereum,0x550039eb06e135cbf73e2a0eeb4a89709752bc08,0x550039eb06e135cbf73e2a0eeb4a89709752bc08 - 0 | transfer,46050375.37154107,0.00018419034942442257,46050375.37154107,0.00022928769520818733,2.0,Dollar-Weighted,action
27518,Ethereum,0x33fe5557e90a872a065f2acfd973847e33fc4532,0x33fe5557e90a872a065f2acfd973847e33fc4532 - 0 | transfer,46022212.962753296,0.0001840777066093879,46022212.962753296,0.0002291474728158537,12.0,Dollar-Weighted,action
26303,Ethereum,0x3196682ead5ce55f148f3ea4665185cca203c78a,0x3196682ead5ce55f148f3ea4665185cca203c78a - 0 | transfer,45963917.36658,0.00018384453834219286,45963917.36658,0.00022885721540145655,10.0,Dollar-Weighted,action
68835,Ethereum,0x833f3b6faa717079fb3a1030f6207c57b1c591bd,0x833f3b6faa717079fb3a1030f6207c57b1c591bd - 0 | transfer,45962729.979146495,0.00018383978908000952,45962729.979146495,0.0002288513033252628,15.0,Dollar-Weighted,action
69868,Ethereum,0x85464b207d7c1fce8da13d2f3d950c796e399a9c,0x85464b207d7c1fce8da13d2f3d950c796e399a9c - 0 | transfer,45869137.56709016,0.00018346544209714465,10995111.084850168,5.4745344828639145e-05,6.0,Dollar-Weighted,action
3368,Ethereum,0x05d5dd85827200b98fb24f585e395bcf9e2d8de0,0x05d5dd85827200b98fb24f585e395bcf9e2d8de0 - 0 | 0x,45613797.58390144,0.00018244414400030826,45613797.58390144,0.00022711394713557462,1.0,Dollar-Weighted,action
111653,Ethereum,0xd4ac8947b7a1220042d86c10a82a9ac891e99d46,0xd4ac8947b7a1220042d86c10a82a9ac891e99d46 - 0 | transfer,45318690.0,0.00018126378513117741,45318690.0,0.0002256445880433785,2.0,Dollar-Weighted,action
88465,Ethereum,0xa89891f90c26a1d992f658d755a9ed32b196f6da,0xa89891f90c26a1d992f658d755a9ed32b196f6da - 0 | transfer,44954808.00076064,0.00017980834525585827,500942.24504064006,2.494222726114113e-06,11.0,Dollar-Weighted,action
68627,Ethereum,0x82e1d4ddd636857ebcf6a0e74b9b0929c158d7fb,0x82e1d4ddd636857ebcf6a0e74b9b0929c158d7fb - 0 | transfer,44883747.397512,0.00017952412005167533,44883747.397512,0.00022347898165976678,1.0,Dollar-Weighted,action
118058,Ethereum,0xe12e6b1e33d37cfe52d72c8987eb5d0c9a4152e0,0xe12e6b1e33d37cfe52d72c8987eb5d0c9a4152e0 - 0 | transfer,44572307.48873916,0.00017827843583827303,44572307.48873916,0.00022192830290194493,1.0,Dollar-Weighted,action
64776,Ethereum,0x7b4576d06d0ce1f83f9a9b76bf8077bffd34fcb1,0x7b4576d06d0ce1f83f9a9b76bf8077bffd34fcb1 - 0 | transfer,44447885.18481448,0.00017778077675403804,38549588.770300455,0.00019194081023339587,21.0,Dollar-Weighted,action
48354,Ethereum,0x5bcbdfb6cc624b959c39a2d16110d1f2d9204f72,0x5bcbdfb6cc624b959c39a2d16110d1f2d9204f72 - 0 | transfer,44420179.373868346,0.0001776699602197952,44420179.373868346,0.00022117084751632277,33.0,Dollar-Weighted,action
76830,Ethereum,0x9277a463a508f45115fdeaf22ffeda1b16352433,0x9277a463a508f45115fdeaf22ffeda1b16352433 - 0 | depositFor,44366357.05677793,0.00017745468398563355,44366357.05677793,0.00022090286283787318,49.0,Dollar-Weighted,action
102205,Ethereum,0xc2ee9eec0ea9bacac29aa13d20d9e58769ce247c,0xc2ee9eec0ea9bacac29aa13d20d9e58769ce247c - 0 | transfer,44293755.40259788,0.0001771642949509227,44293755.40259788,0.00022054137466712674,1.0,Dollar-Weighted,action
45350,Ethereum,0x56178a0d5f301baf6cf3e1cd53d9863437345bf9,0x56178a0d5f301baf6cf3e1cd53d9863437345bf9 - 0 | execute,44063818.14134907,0.0001762446015900454,2657973.544749588,1.3234216292113015e-05,5.0,Dollar-Weighted,action
